代號,名稱,年/月,營業收入淨額,營業費用,  利息收入,稅前淨利,所得稅費用,合併總損益,其他綜合損益－OCI,本期綜合損益總額,每股盈餘,加權平均股數,發放特別股股息,常續性稅後淨利
2885,元大金,Sep-21,"96,266,141","41,034,299","27,368,879","37,371,975","6,421,314","30,950,661","-6,621,797","24,328,864",2.33,"12,137,436",0,"30,950,661"
2886,兆豐金,Sep-21,"45,165,090","22,235,867","31,964,288","22,549,994","2,844,376","19,705,618","-1,351,866","18,353,752",1.45,"13,599,824",0,"19,704,685"
2887,台新金,Sep-21,"47,271,034","20,682,825","24,065,592","20,307,982","2,503,812","17,804,170","-1,214,452","16,589,718",1.45,"11,409,306","1,314,514","17,804,170"
2888,新光金,Sep-21,"170,281,486","20,869,898","80,353,745","17,604,233","-4,050,952","21,655,185","-17,097,921","4,557,264",1.62,"13,172,894","261,450","21,655,185"
2889,國票金,Sep-21,"7,708,105","3,257,189","2,554,789","4,403,991","855,812","3,548,179","-776,426","2,771,753",1.03,"2,987,509",0,"3,547,105"
2890,永豐金,Sep-21,"35,147,341","18,812,365","23,186,566","14,762,635","1,968,519","12,794,116","-1,127,852","11,666,264",1.14,"11,271,054",0,"12,794,116"
2891,中信金,Sep-21,"136,390,553","53,116,727","91,395,592","53,379,776","6,904,085","46,475,691","-15,460,174","31,015,517",2.33,"19,496,990","1,069,980","46,475,691"
2892,第一金,Sep-21,"47,397,244","18,852,535","32,971,617","19,463,874","2,942,512","16,521,362","-3,120,350","13,401,012",1.27,"12,964,159",0,"16,525,670"
5880,合庫金,Sep-21,"41,556,165","19,725,970","37,006,935","19,508,794","3,044,893","16,463,901","-1,865,481","14,598,420",1.17,"13,600,908",0,"16,463,901"
2880,華南金,Jun-21,"25,308,214","14,093,865","17,904,705","10,415,580","1,130,180","9,285,400","983,383","10,268,783",0.72,"12,854,779",0,"9,285,400"
2881,富邦金,Jun-21,"269,949,137","32,403,162","81,178,143","103,177,069","13,442,624","89,734,445","21,984,011","111,718,456",8.34,"10,222,194","2,915,986","89,734,445"
2882,國泰金,Jun-21,"345,776,441","40,938,132","102,858,694","104,188,354","12,672,341","91,516,013","-61,856,235","29,659,778",6.66,"13,169,210","3,390,924","91,516,013"
2883,開發金,Jun-21,"98,712,579","17,651,356","34,932,926","26,691,816","2,254,306","24,437,510","-25,545,671","-1,108,161",1.14,"14,916,324",0,"24,437,510"
2884,玉山金,Jun-21,"28,040,571","15,582,754","17,249,975","12,148,239","1,892,657","10,255,582","362,088","10,617,670",0.81,"12,579,166",0,"10,255,582"
2885,元大金,Jun-21,"67,915,129","27,981,767","18,007,343","26,400,695","4,748,008","21,652,687","-2,504,217","19,148,470",1.62,"12,137,436",0,"21,652,687"
2886,兆豐金,Jun-21,"29,244,718","14,809,090","21,145,134","14,384,075","1,876,081","12,507,994","765,218","13,273,212",0.92,"13,599,824",0,"12,507,587"
2887,台新金,Jun-21,"28,045,246","13,287,150","15,524,335","14,299,881","1,346,860","12,953,021","-812,165","12,140,856",1.11,"10,913,506","871,527","12,953,021"
2888,新光金,Jun-21,"114,706,740","13,429,063","53,077,593","10,363,395","-3,253,164","13,616,559","-7,714,940","5,901,619",1.04,"13,016,113",0,"13,616,559"
2889,國票金,Jun-21,"5,265,616","2,136,257","1,683,800","3,143,292","567,933","2,575,359","-747,741","1,827,618",0.79,"2,886,482",0,"2,574,775"
2890,永豐金,Jun-21,"22,903,361","12,374,162","15,315,878","9,722,055","1,134,046","8,588,009","-325,436","8,262,573",0.76,"11,271,054",0,"8,588,009"
2891,中信金,Jun-21,"85,600,216","35,403,797","60,816,830","37,468,965","4,018,869","33,450,096","-9,793,984","23,656,112",1.72,"19,496,990",0,"33,450,096"
2892,第一金,Jun-21,"31,341,872","12,282,363","21,725,427","12,853,628","1,940,464","10,913,164","-2,941,430","7,971,734",0.85,"12,835,801",0,"10,917,729"
5880,合庫金,Jun-21,"26,459,972","12,648,370","24,605,981","12,095,587","1,895,710","10,199,877","651,228","10,851,105",0.73,"13,334,224",0,"10,199,877"
2880,華南金,Mar-21,"12,412,872","6,789,140","8,828,271","4,695,647","659,615","4,036,032","-31,605","4,004,427",0.31,"12,854,779",0,"4,036,032"
2881,富邦金,Mar-21,"148,254,997","15,134,029","40,210,382","59,750,607","7,669,665","52,080,942","996,032","53,076,974",5.01,"10,233,110",0,"52,080,942"
2882,國泰金,Mar-21,"189,607,853","20,574,483","51,371,075","63,863,530","6,296,930","57,566,600","-96,639,472","-39,072,872",4.36,"13,169,210",0,"57,566,600"
2883,開發金,Mar-21,"53,207,692","9,235,367","17,787,370","16,496,540","1,680,827","14,815,713","-31,793,895","-16,978,182",0.66,"14,866,865",0,"14,815,713"
2884,玉山金,Mar-21,"13,697,579","7,817,030","8,546,806","6,238,438","1,031,677","5,206,761","210,963","5,417,724",0.41,"12,571,650",0,"5,206,761"
2885,元大金,Mar-21,"34,590,727","13,556,317","8,901,976","13,936,149","3,180,706","10,755,443","-2,307,909","8,447,534",0.78,"12,137,436",0,"10,755,443"
2886,兆豐金,Mar-21,"14,589,571","7,248,865","10,501,992","7,315,215","1,093,607","6,221,608","-2,486,713","3,734,895",0.46,"13,599,824",0,"6,221,170"
2887,台新金,Mar-21,"11,984,967","6,493,813","7,746,906","5,211,749","737,853","4,473,896","-1,055,368","3,418,528",0.37,"10,913,392","433,356","4,473,896"
2888,新光金,Mar-21,"56,443,773","6,324,948","26,421,318","9,279,013","-160,207","9,439,220","-20,270,459","-10,831,239",0.72,"13,011,785",0,"9,439,220"
2889,國票金,Mar-21,"2,881,184","1,019,592","848,956","1,881,587","365,820","1,515,767","-1,318,743","197,024",0.47,"2,886,482",0,"1,515,767"
2890,永豐金,Mar-21,"11,749,216","6,138,739","7,552,322","5,233,735","822,732","4,411,003","-1,496,348","2,914,655",0.39,"11,271,054",0,"4,411,003"
2891,中信金,Mar-21,"47,619,935","18,415,620","30,478,546","22,554,392","2,844,970","19,709,422","-16,466,840","3,242,582",1.01,"19,496,990",0,"19,709,422"
2892,第一金,Mar-21,"15,948,589","6,007,723","10,776,665","6,003,806","974,387","5,029,419","-1,443,249","3,586,170",0.39,"12,835,801",0,"5,031,300"
5880,合庫金,Mar-21,"13,009,215","6,166,373","12,273,702","5,602,267","824,735","4,777,532","-1,338,342","3,439,190",0.34,"13,334,224",0,"4,777,532"
2880,華南金,Dec-20,"39,964,524","25,801,321","36,863,125","11,189,805","2,536,322","8,653,483","-1,129,275","7,524,208",0.67,"12,854,779",0,"8,653,483"
2881,富邦金,Dec-20,"476,506,085","62,631,997","170,366,798","103,127,912","12,156,235","90,971,677","88,778,596","179,750,273",8.54,"10,233,604","2,915,986","90,971,677"
2882,國泰金,Dec-20,"629,914,485","83,026,688","208,249,264","81,615,781","5,657,558","75,958,223","80,238,491","156,196,714",5.41,"13,169,210","3,390,924","75,958,223"
2883,開發金,Dec-20,"224,824,427","28,013,362","72,343,871","21,948,393","1,272,107","20,676,286","25,625,929","46,302,215",0.87,"14,615,571",0,"20,675,828"
2884,玉山金,Dec-20,"56,249,044","32,494,200","36,089,321","20,529,092","2,481,236","18,047,856","-1,024,968","17,022,888",1.43,"12,562,910",0,"17,879,310"
2885,元大金,Dec-20,"115,628,866","42,782,105","36,369,194","30,766,278","4,789,234","25,977,044","4,638,864","30,615,908",1.99,"12,137,436",0,"25,977,044"
2886,兆豐金,Dec-20,"60,809,922","29,100,556","49,724,053","29,330,638","4,312,670","25,017,968","629,445","25,647,413",1.84,"13,599,824",0,"25,031,375"
2887,台新金,Dec-20,"44,144,849","25,852,998","33,902,150","16,431,128","1,942,301","14,488,827","472,964","14,961,791",1.17,"10,908,623","1,757,500","14,488,827"
2888,新光金,Dec-20,"268,137,149","26,964,490","106,593,007","8,492,051","-5,967,208","14,459,259","-7,160,756","7,298,503",1.12,"12,836,669","33,732","14,459,259"
2889,國票金,Dec-20,"8,570,151","3,734,406","3,498,912","4,742,741","1,007,822","3,734,919","1,261,980","4,996,899",1.12,"2,889,416",0,"3,734,919"
2890,永豐金,Dec-20,"38,990,753","22,603,735","31,542,707","13,969,391","1,728,037","12,241,354","3,155,737","15,397,091",1.09,"11,271,054",0,"12,241,354"
2891,中信金,Dec-20,"194,406,321","64,700,047","129,479,139","51,577,057","8,721,902","42,855,155","1,628,895","44,484,050",2.15,"19,496,990","989,325","42,848,328"
2892,第一金,Dec-20,"59,568,228","24,730,173","46,100,802","19,619,728","2,812,187","16,807,541","-2,248,139","14,559,402",1.31,"12,835,801",0,"16,808,876"
5880,合庫金,Dec-20,"51,765,987","25,861,904","52,869,172","19,822,697","2,687,706","17,134,991","4,796,882","21,931,873",1.24,"13,334,224",0,"17,134,991"
2880,華南金,Sep-20,"28,636,532","18,813,463","28,123,157","6,869,154","1,940,380","4,928,774","-1,768,964","3,159,810",0.38,"12,854,779",0,"4,928,774"
2881,富邦金,Sep-20,"370,083,345","46,903,107","129,394,451","78,238,057","9,784,028","68,454,029","6,584,648","75,038,677",6.38,"10,233,604","2,915,986","68,454,029"
2882,國泰金,Sep-20,"474,150,955","60,764,369","156,720,898","71,288,709","6,873,275","64,415,434","7,671,286","72,086,720",4.55,"13,169,210","3,390,924","64,415,434"
2883,開發金,Sep-20,"171,407,365","20,327,034","54,075,508","19,360,929","2,523,225","16,837,704","-3,303,046","13,534,658",0.6,"14,601,188",0,"16,837,907"
2884,玉山金,Sep-20,"42,579,890","24,046,356","27,591,802","16,293,628","2,335,478","13,958,150","-1,550,176","12,407,974",1.11,"12,561,503",0,"13,958,150"
2885,元大金,Sep-20,"83,266,736","31,838,518","27,510,975","24,781,868","3,962,637","20,819,231","1,572,371","22,391,602",1.61,"12,137,436",0,"20,819,231"
2886,兆豐金,Sep-20,"45,845,656","21,432,488","39,160,596","22,230,421","3,280,083","18,950,338","33,913","18,984,251",1.39,"13,599,824",0,"18,962,820"
2887,台新金,Sep-20,"33,765,912","18,899,215","26,031,078","13,623,399","1,861,644","11,761,755","-103,962","11,657,793",0.96,"10,907,085","1,315,724","11,761,755"
2888,新光金,Sep-20,"217,438,240","19,892,876","80,271,333","14,058,047","-3,645,289","17,703,336","-18,876,528","-1,173,192",1.38,"12,782,108","33,732","17,703,336"
2889,國票金,Sep-20,"6,245,396","2,644,435","2,635,071","3,603,622","783,000","2,820,622","773,283","3,593,905",0.85,"2,890,401",0,"2,820,622"
2890,永豐金,Sep-20,"29,377,557","16,910,473","23,936,228","10,552,428","1,316,338","9,236,090","1,068,262","10,304,352",0.82,"11,271,054",0,"9,236,090"
2891,中信金,Sep-20,"160,315,652","48,878,095","98,445,926","43,964,705","7,836,925","36,127,780","-24,533,089","11,594,691",1.8,"19,496,990","989,325","36,127,780"
2892,第一金,Sep-20,"43,408,224","17,758,835","35,216,775","15,609,543","2,231,772","13,377,771","-3,691,882","9,685,889",1.04,"12,835,801",0,"13,377,914"
5880,合庫金,Sep-20,"38,124,082","18,973,804","40,283,887","14,585,501","2,198,112","12,387,389","3,856,201","16,243,590",0.9,"13,334,224",0,"12,387,389"
2880,華南金,Jun-20,"16,980,146","12,421,702","19,627,707","2,817,385","1,344,806","1,472,579","-1,655,876","-183,297",0.11,"12,854,778",0,"1,472,579"
2881,富邦金,Jun-20,"244,759,573","30,716,206","87,716,489","45,339,449","7,875,453","37,463,996","-25,577,608","11,886,388",3.36,"10,233,604","2,915,986","37,463,996"
2882,國泰金,Jun-20,"321,150,619","40,497,545","105,959,714","37,823,738","5,122,026","32,701,712","1,755,378","34,457,090",2.18,"13,169,210","3,390,924","32,701,712"
2883,開發金,Jun-20,"104,023,890","13,125,910","36,174,039","9,279,759","2,085,912","7,193,847","-8,761,433","-1,567,586",0.21,"14,600,304",0,"7,193,847"
2884,玉山金,Jun-20,"28,943,092","16,042,136","19,185,621","11,388,079","1,693,187","9,694,892","-956,541","8,738,351",0.77,"12,558,674",0,"9,694,892"
2885,元大金,Jun-20,"51,451,259","20,602,848","18,645,877","14,138,515","2,419,579","11,718,936","512,338","12,231,274",0.91,"12,137,436",0,"11,718,936"
2886,兆豐金,Jun-20,"30,247,122","14,234,068","28,339,446","13,359,546","2,078,117","11,281,429","1,203,542","12,484,971",0.83,"13,599,824",0,"11,294,037"
2887,台新金,Jun-20,"21,738,391","12,310,996","18,085,675","8,376,788","1,258,394","7,118,394","-85,350","7,033,044",0.57,"10,906,137","873,948","7,118,394"
2888,新光金,Jun-20,"148,968,737","13,174,627","53,810,486","4,945,295","-2,881,039","7,826,334","-10,065,433","-2,239,099",0.61,"12,678,999","33,732","7,826,974"
2889,國票金,Jun-20,"3,723,429","1,634,982","1,767,614","2,155,183","503,282","1,651,901","668,540","2,320,441",0.52,"2,892,383",0,"1,651,901"
2890,永豐金,Jun-20,"18,570,445","10,956,454","16,374,985","6,512,400","864,771","5,647,629","171,950","5,819,579",0.5,"11,271,054",0,"5,647,629"
2891,中信金,Jun-20,"110,593,799","32,286,074","67,084,181","25,393,438","6,214,416","19,179,022","-18,436,827","742,195",0.93,"19,496,990","989,325","19,179,022"
2892,第一金,Jun-20,"28,054,555","11,480,914","24,335,810","10,312,727","1,548,382","8,764,345","-3,128,479","5,635,866",0.68,"12,835,801",0,"8,764,607"
5880,合庫金,Jun-20,"24,172,051","12,423,724","27,824,401","9,429,046","1,374,495","8,054,551","3,425,965","11,480,516",0.58,"13,334,224",0,"8,054,551"
2880,華南金,Mar-20,"5,874,473","6,269,999","10,629,358","-633,302","815,195","-1,448,497","-7,932,234","-9,380,731",-0.12,"12,172,740",0,"-1,448,497"
2881,富邦金,Mar-20,"133,267,132","15,194,745","44,473,372","25,820,334","2,647,276","23,173,058","-128,234,476","-105,061,418",2.24,"10,233,604",0,"23,173,058"
2882,國泰金,Mar-20,"162,091,752","19,193,991","53,784,117","26,309,612","2,796,298","23,513,314","-135,336,005","-111,822,691",1.77,"13,169,210",0,"23,513,314"
2883,開發金,Mar-20,"51,800,295","6,153,706","18,341,824","2,532,584","770,358","1,762,226","-53,344,148","-51,581,922",-0.03,"14,598,832",0,"1,762,226"
2884,玉山金,Mar-20,"13,963,486","8,023,819","10,123,810","5,592,604","1,049,915","4,542,689","-1,506,247","3,036,442",0.39,"11,624,247",0,"4,542,689"
2885,元大金,Mar-20,"24,774,598","10,240,053","9,729,278","5,216,545","829,551","4,386,994","-8,279,364","-3,892,370",0.35,"11,670,611",0,"4,386,994"
2886,兆豐金,Mar-20,"10,796,374","7,054,197","15,779,795","2,388,866","459,720","1,929,146","-1,192,325","736,821",0.14,"13,599,824",0,"1,933,368"
2887,台新金,Mar-20,"9,983,220","6,126,859","9,438,481","3,152,827","593,053","2,559,774","-2,161,719","398,055",0.2,"10,659,035","436,974","2,559,774"
2888,新光金,Mar-20,"69,434,401","6,195,262","27,198,758","6,068,714","-1,559,506","7,628,220","-52,176,862","-44,548,642",0.61,"12,565,922",0,"7,628,220"
2889,國票金,Mar-20,"1,500,079","770,827","901,483","725,316","261,977","463,339","-1,442,630","-979,291",0.16,"2,848,065",0,"463,339"
2890,永豐金,Mar-20,"8,782,690","5,342,100","8,526,314","2,824,794","470,440","2,354,354","-4,745,748","-2,391,394",0.21,"11,271,054",0,"2,354,354"
2891,中信金,Mar-20,"62,851,755","15,005,810","34,523,402","14,238,269","2,077,182","12,161,087","-51,484,176","-39,323,089",0.62,"19,496,990",0,"12,161,087"
2892,第一金,Mar-20,"13,616,154","5,600,955","13,035,859","3,640,876","703,355","2,937,521","-7,469,986","-4,532,465",0.24,"12,461,943",0,"2,937,763"
5880,合庫金,Mar-20,"11,313,752","6,180,442","14,793,369","4,897,754","793,342","4,104,412","-3,829,932","274,480",0.3,"12,945,848",0,"4,104,412"
2880,華南金,Dec-19,"46,704,333","26,202,751","45,056,216","18,696,258","2,740,890","15,955,368","4,879,056","20,834,424",1.31,"12,172,740",0,"15,955,368"
2881,富邦金,Dec-19,"447,992,422","63,022,482","179,911,183","65,468,415","5,895,528","59,572,887","112,270,524","171,843,411",5.46,"10,233,604","2,624,043","59,572,887"
2882,國泰金,Dec-19,"555,887,198","89,050,434","220,258,661","70,557,174","6,697,870","63,859,304","189,381,909","253,241,213",4.76,"12,617,999","2,667,891","63,859,304"
2883,開發金,Dec-19,"239,327,562","25,471,804","73,119,570","21,565,807","1,911,986","19,653,821","50,599,660","70,253,481",0.88,"14,548,414",0,"19,653,821"
2884,玉山金,Dec-19,"54,522,618","29,854,264","41,263,631","23,070,276","2,949,766","20,120,510","138,758","20,259,268",1.73,"11,615,370",0,"20,069,301"
2885,元大金,Dec-19,"107,608,077","38,270,636","41,006,443","25,540,897","3,399,314","22,141,583","2,335,038","24,476,621",1.75,"11,670,611",0,"22,141,583"
2886,兆豐金,Dec-19,"65,274,862","30,898,437","71,681,244","33,654,274","4,699,474","28,954,800","3,982,425","32,937,225",2.13,"13,599,824",0,"28,954,765"
2887,台新金,Dec-19,"43,641,411","24,752,722","37,209,805","16,273,574","1,787,643","14,485,931","1,019,947","15,505,878",1.19,"10,655,976","1,819,579","14,485,931"
2888,新光金,Dec-19,"279,245,026","25,874,694","112,980,638","18,629,517","-1,271,765","19,901,282","30,341,156","50,242,438",1.61,"12,315,347",0,"19,901,282"
2889,國票金,Dec-19,"6,975,029","3,154,593","3,591,503","3,571,292","563,042","3,008,250","1,765,225","4,773,475",0.92,"2,843,856",0,"2,966,125"
2890,永豐金,Dec-19,"36,329,883","21,236,952","33,994,246","14,256,638","1,779,649","12,476,989","1,235,768","13,712,757",1.11,"11,271,054",0,"12,476,989"
2891,中信金,Dec-19,"264,717,728","68,130,130","141,659,899","51,809,078","8,926,802","42,882,276","33,464,443","76,346,719",2.16,"19,496,990","749,992","42,082,016"
2892,第一金,Dec-19,"62,317,874","23,901,112","53,624,043","23,308,556","3,939,805","19,368,751","7,399,241","26,767,992",1.55,"12,461,943",0,"19,369,533"
5880,合庫金,Dec-19,"49,096,125","25,786,246","60,460,031","20,723,644","3,111,228","17,612,416","6,340,739","23,953,155",1.33,"12,945,848",0,"17,612,416"
2880,華南金,Sep-19,"36,104,182","19,633,202","34,164,638","15,185,582","2,206,810","12,978,772","4,625,206","17,603,978",1.07,"12,172,740",0,"12,978,772"
2881,富邦金,Sep-19,"342,347,176","46,043,661","135,457,872","63,263,147","9,232,213","54,030,934","91,801,504","145,832,438",4.99,"10,233,604","2,624,043","54,030,934"
2882,國泰金,Sep-19,"382,700,688","63,914,036","164,955,074","61,329,676","9,177,502","52,152,174","172,991,346","225,143,520",3.86,"12,563,210","2,667,891","52,152,174"
2883,開發金,Sep-19,"188,428,160","19,905,094","54,143,283","19,742,019","2,294,312","17,447,707","47,102,394","64,550,101",0.73,"14,542,540",0,"17,447,707"
2884,玉山金,Sep-19,"40,789,429","21,582,389","30,995,292","17,910,905","2,091,640","15,819,265","382,969","16,202,234",1.36,"11,613,978",0,"15,819,265"
2885,元大金,Sep-19,"77,515,059","28,658,603","30,854,842","21,333,385","2,806,833","18,526,552","2,748,879","21,275,431",1.47,"11,670,611",0,"18,526,552"
2886,兆豐金,Sep-19,"49,573,238","22,447,472","54,735,554","26,425,835","3,678,427","22,747,408","5,213,455","27,960,863",1.67,"13,599,824",0,"22,746,908"
2887,台新金,Sep-19,"32,996,799","17,951,350","27,758,092","13,397,572","1,480,706","11,916,866","825,866","12,742,732",0.99,"10,655,495","1,376,593","11,916,866"
2888,新光金,Sep-19,"204,902,924","18,707,879","84,578,374","22,600,148","2,461,427","20,138,721","24,764,564","44,903,285",1.64,"12,230,904",0,"20,138,721"
2889,國票金,Sep-19,"5,321,883","2,325,630","2,631,256","2,853,365","420,093","2,433,272","1,999,403","4,432,675",0.75,"2,842,453",0,"2,391,147"
2890,永豐金,Sep-19,"27,925,435","15,800,147","25,189,160","10,986,665","1,473,313","9,513,352","1,609,081","11,122,433",0.84,"11,271,054",0,"9,513,352"
2891,中信金,Sep-19,"198,394,669","51,367,514","106,653,323","46,858,386","8,682,189","38,176,197","33,603,548","71,779,745",1.92,"19,496,990","749,992","38,176,197"
2892,第一金,Sep-19,"47,075,060","17,666,451","40,361,303","18,472,499","3,095,797","15,376,702","7,372,094","22,748,796",1.23,"12,461,943",0,"15,377,110"
5880,合庫金,Sep-19,"36,270,347","18,838,930","45,464,640","15,621,041","2,402,934","13,218,107","6,207,095","19,425,202",1.0,"12,945,848",0,"13,218,107"
2880,華南金,Jun-19,"23,882,578","13,014,219","22,841,508","10,063,322","1,591,464","8,471,858","6,033,797","14,505,655",0.7,"12,172,740",0,"8,471,858"
2881,富邦金,Jun-19,"194,307,127","30,407,704","90,344,615","32,607,789","4,835,768","27,772,021","87,350,526","115,122,547",2.7,"10,233,604",0,"27,772,021"
2882,國泰金,Jun-19,"242,815,485","42,796,601","109,415,297","39,737,141","5,603,310","34,133,831","157,289,065","191,422,896",2.45,"12,563,210","2,667,891","34,133,831"
2883,開發金,Jun-19,"126,260,829","13,041,238","35,695,628","12,646,518","1,050,182","11,596,336","45,334,328","56,930,664",0.54,"14,536,948",0,"11,596,336"
2884,玉山金,Jun-19,"26,714,624","13,836,407","20,590,655","11,878,061","1,599,230","10,278,831","1,240,867","11,519,698",0.88,"11,611,172",0,"10,278,831"
2885,元大金,Jun-19,"49,684,386","18,877,674","20,612,796","13,844,945","1,956,666","11,888,279","4,952,052","16,840,331",0.94,"11,670,611",0,"11,888,279"
2886,兆豐金,Jun-19,"33,162,527","14,765,573","36,796,681","17,919,267","2,566,574","15,352,693","5,874,762","21,227,455",1.13,"13,599,824",0,"15,352,368"
2887,台新金,Jun-19,"21,833,735","11,762,477","18,320,914","9,373,339","1,152,928","8,220,411","1,599,097","9,819,508",0.68,"10,655,112","933,607","8,220,411"
2888,新光金,Jun-19,"135,953,298","12,502,619","55,953,492","12,936,804","1,889,093","11,047,711","33,694,763","44,742,474",0.9,"12,225,922",0,"11,047,711"
2889,國票金,Jun-19,"3,288,501","1,470,722","1,683,281","1,778,766","270,884","1,507,882","1,409,491","2,917,373",0.48,"2,811,533",0,"1,507,831"
2890,永豐金,Jun-19,"18,785,458","10,414,289","16,389,274","7,613,730","1,060,707","6,553,023","1,856,625","8,409,648",0.58,"11,271,054",0,"6,553,023"
2891,中信金,Jun-19,"128,778,838","33,295,861","70,678,391","25,704,493","5,307,743","20,396,750","37,458,341","57,855,091",1.01,"19,496,990","749,992","20,396,750"
2892,第一金,Jun-19,"31,109,661","11,653,823","26,920,473","11,982,736","2,068,658","9,914,078","8,123,456","18,037,534",0.8,"12,461,943",0,"9,914,746"
5880,合庫金,Jun-19,"24,095,812","12,382,511","30,279,065","10,071,175","1,576,130","8,495,045","6,976,441","15,471,486",0.64,"12,945,848",0,"8,495,045"
