代號,名稱,年/月,  現金及約當現金,  應收帳款及票據,  其他應收款,  不動產廠房及設備,  商譽及無形資產合計,    使用權資產,    投資性不動產淨額,  其他非流動資產,資產總額,  應付帳款及票據,  其他應付款,  特別股負債－非流動,  應付公司債－非流動,  其他長期借款－非流動,  租賃負債－非流動,  負債準備－非流動,負債總額,    普通股股本,    特別股股本,    預收股款,    待分配股票股利,  股本,  資本公積合計,  保留盈餘,  其他權益,  庫藏股票帳面值,股東權益總額,負債及股東權益總額
2889,國票金,Dec-22,"3,739,279","7,286,049","25,000,980","7,260,430","259,646","147,693","265,260","4,455,761","358,338,860","6,904,871","13,918,848",0,0,0,"145,693","1,742,267","316,174,186","34,473,840",0,0,0,"34,473,840","234,079","4,440,872","-2,463,088",0,"42,164,674","358,338,860"
2890,永豐金,Dec-22,"66,231,664","11,228,049","90,209,758","13,287,583","2,310,197","3,646,832","2,390,819","30,775,495","2,588,763,257","20,250,570","50,521,956","18,437","71,242,261","6,345,638","3,132,839","3,099,728","2,434,744,520","113,837,646",0,0,0,"113,837,646","2,228,781","52,152,522","-14,200,212",0,"154,018,737","2,588,763,257"
2891,中信金,Dec-22,"133,810,551","112,631,759","223,214,005","49,024,168","39,264,903","17,433,219","101,486,456","46,884,577","7,720,493,113","10,747,567","102,380,066",0,"134,418,666",0,"16,988,265","1,866,524,163","7,327,670,855","195,840,746","4,999,900",0,0,"200,840,646","59,458,927","183,405,067","-74,208,394",0,"392,822,258","7,720,493,113"
2892,第一金,Dec-22,"72,208,162","3,984,797","48,686,706","27,698,974","1,102,917","2,470,597","12,110,510","5,333,630","4,157,195,982","24,456,692","52,503,677",0,"61,850,000","7,600,000","2,322,609","69,762,393","3,933,073,412","132,234,423",0,0,0,"132,234,423","26,107,218","61,151,006","4,629,923",0,"224,122,570","4,157,195,982"
5880,合庫金,Dec-22,"95,314,702","7,242,254","42,404,919","33,147,407","4,156,026","1,562,617","10,936,255","2,897,887","4,476,167,813","6,768,668","52,099,763",0,"80,290,000","9,352,346","1,538,102","32,268,462","4,255,404,636","140,089,354",0,0,0,"140,089,354","57,977,016","38,890,125","-21,509,719",0,"220,763,177","4,476,167,813"
2880,華南金,Sep-22,"39,175,888","11,179,078","51,240,432","33,048,260","937,271","2,132,752","12,182,614","5,300,651","3,618,929,855","9,485,126","58,442,279",0,"81,093,184","2,382,000","2,189,791","25,121,973","3,441,105,101","136,427,459",0,0,0,"136,427,459","17,758,986","45,086,501","-21,450,320",0,"177,824,754","3,618,929,855"
2881,富邦金,Sep-22,"286,678,955","49,287,344","232,789,775","65,216,025","33,768,312","10,159,243","303,165,485","85,567,825","10,722,331,438","30,692,927","161,472,416",0,"259,508,764","6,198,470","21,832,671","4,734,106,782","10,149,204,728","123,952,126","15,999,900",0,0,"139,952,026","168,792,297","517,278,958","-273,967,761",0,"573,126,710","10,722,331,438"
2882,國泰金,Sep-22,"192,327,910","96,304,264","209,371,204","98,034,583","52,067,009","4,408,324","445,671,734","182,517,752","11,889,627,463",,"72,634,921",0,"132,000,000","7,579,500","18,822,216","6,860,788,001","11,582,984,781","131,692,102","15,333,000",0,0,"147,025,102","177,122,144","478,102,541","-507,371,343",0,"306,642,682","11,889,627,463"
2883,開發金,Sep-22,"92,998,549","59,023,597","149,613,302","34,322,144","18,504,785","12,496,504","58,064,651","123,992,004","3,628,787,011","76,395,710","124,078,749",0,"91,893,333","28,638,354","4,486,705","2,122,031,984","3,460,346,352","168,460,886","15,821,424",0,0,"184,282,310","33,569,727","67,354,645","-117,102,696",0,"168,440,659","3,628,787,011"
2884,玉山金,Sep-22,"93,912,349","7,082,897","129,843,180","34,325,004","6,109,298","6,803,532","1,865,555","14,145,891","3,491,663,971","7,467,574","39,906,059",0,"41,550,000","2,505,974","3,912,707","1,109,734","3,306,086,179","142,751,000",0,0,0,"142,751,000","26,070,164","29,287,104","-12,684,117",0,"185,577,792","3,491,663,971"
2885,元大金,Sep-22,"60,294,624","40,390,140","220,414,092","24,778,540","30,922,700","11,411,894","10,113,070","82,165,077","2,978,625,777","122,646,594","170,854,421",0,"87,136,022","50,320,211","4,552,731","364,442,552","2,710,362,778","125,015,590",0,0,0,"125,015,590","37,928,633","99,027,238","-13,363,064",0,"268,262,999","2,978,625,777"
2886,兆豐金,Sep-22,"61,611,256","33,140,657","126,767,327","21,690,808","1,266,605","1,970,967","1,464,710","5,708,075","4,335,876,951","21,469,147","94,085,721",0,"7,500,000","15,838,000","2,036,691","37,958,427","4,043,098,767","139,398,196",0,0,0,"139,398,196","68,194,233","102,880,021","-17,694,266",0,"292,778,184","4,335,876,951"
2887,台新金,Sep-22,"34,438,618","87,225,291","160,401,991","22,317,604","3,466,048","2,321,804","2,846,087","31,243,663","2,745,394,188","21,391,936","38,242,012",0,"74,788,863","12,868,085","2,422,368","222,167,871","2,551,839,299","119,741,476","11,000,000",0,0,"130,741,476","38,197,778","34,368,010","-9,777,862",0,"193,554,889","2,745,394,188"
2888,新光金,Sep-22,"79,420,544","29,171,915","78,798,267","40,021,240","3,431,202","4,694,420","187,469,872","87,970,997","4,860,992,303","19,718,322","42,410,333",0,"62,938,037","2,961,891","12,262,232","3,325,030,701","4,684,405,118","154,876,182","2,970,000",0,0,"157,846,182","18,276,795","101,535,244","-101,478,063",0,"176,587,185","4,860,992,303"
2889,國票金,Sep-22,"3,271,945","9,925,428","28,976,131","7,422,870","253,954","162,767","127,458","4,613,980","360,442,706","9,374,735","14,550,861",0,0,0,"160,028","1,964,350","322,435,672","31,473,840",0,0,0,"31,473,840","208,319","4,273,781","-3,238,159",0,"38,007,034","360,442,706"
2890,永豐金,Sep-22,"71,433,745","16,626,181","99,578,470","13,332,071","2,292,783","3,816,706","2,408,284","37,534,222","2,505,920,215","20,719,227","55,083,485","18,437","71,688,291","8,366,046","3,294,607","3,475,319","2,358,222,634","113,837,646",0,0,0,"113,837,646","2,228,781","49,002,860","-17,371,706",0,"147,697,581","2,505,920,215"
2891,中信金,Sep-22,"118,117,607","105,624,877","234,046,600","48,908,115","38,707,986","17,669,318","94,581,919","71,285,715","7,655,282,863","8,862,752","94,509,251",0,"134,552,293",0,"17,076,809","1,909,336,492","7,303,997,450","194,969,896","4,999,900",0,0,"199,969,796","58,706,929","183,797,727","-112,794,569",0,"351,285,413","7,655,282,863"
2892,第一金,Sep-22,"42,935,792","5,161,252","47,427,812","27,350,470","902,882","2,348,026","12,119,824","6,247,377","4,028,407,017","17,934,093","46,635,353",0,"61,850,000","3,800,000","2,183,154","71,389,807","3,810,991,219","132,234,423",0,0,0,"132,234,423","26,107,218","55,995,800","3,078,357",0,"217,415,798","4,028,407,017"
5880,合庫金,Sep-22,"79,940,937","9,280,312","47,698,870","33,081,386","4,151,058","1,608,933","11,090,599","3,661,824","4,480,885,441","10,237,558","61,888,581",0,"82,950,000","12,392,788","1,591,748","34,126,805","4,274,204,236","140,089,354",0,0,0,"140,089,354","57,977,016","33,335,365","-29,709,825",0,"206,681,205","4,480,885,441"
2880,華南金,Jun-22,"37,019,494","13,962,766","54,613,897","33,041,560","913,166","2,093,897","12,083,802","4,809,121","3,632,588,285","13,013,259","119,246,829",0,"65,092,577","2,716,000","2,138,949","25,256,006","3,454,280,011","131,941,450",0,0,"4,486,009","136,427,459","17,758,986","39,800,935","-15,681,219",0,"178,308,274","3,632,588,285"
2881,富邦金,Jun-22,"246,959,132","69,706,317","258,356,081","64,992,481","33,860,627","10,497,407","305,160,279","59,309,293","10,471,072,007","31,992,044","207,671,897",0,"260,322,456","1,289,017","22,052,421","4,656,631,031","9,824,835,733","118,049,644","15,999,900",0,"5,902,482","139,952,026","168,823,026","503,362,792","-185,341,957",0,"646,236,274","10,471,072,007"
2882,國泰金,Jun-22,"226,789,570","84,936,505","218,205,893","97,695,894","51,475,684","4,390,689","440,912,033","114,230,147","11,583,284,097",,"127,916,024",0,"138,063,726","679,975","18,649,387","6,705,974,983","11,131,891,514","131,692,102","15,333,000",0,0,"147,025,102","177,122,144","474,498,126","-359,066,334",0,"451,392,583","11,583,284,097"
2883,開發金,Jun-22,"113,706,203","44,150,326","136,787,306","34,347,474","18,541,156","12,598,012","50,148,715","104,130,931","3,483,381,788","54,292,356","117,128,127",0,"91,770,877","33,166,224","4,546,353","2,073,658,223","3,296,516,907","171,894,123","18,930,436",0,0,"190,824,559","36,134,488","61,255,774","-92,606,409","-9,071,501","186,864,881","3,483,381,788"
2884,玉山金,Jun-22,"72,247,105","8,141,719","116,586,439","34,036,367","6,114,130","6,837,228","1,867,552","12,971,662","3,343,314,348","5,650,074","48,918,052",0,"40,850,000","1,629,412","3,955,634","1,106,338","3,159,591,133","133,546,000",0,0,"9,205,000","142,751,000","26,070,164","25,468,643","-10,717,960",0,"183,723,215","3,343,314,348"
2885,元大金,Jun-22,"57,202,757","51,568,055","244,611,845","24,340,815","30,959,342","11,567,715","10,070,414","73,971,503","2,982,313,625","142,860,469","200,709,198",0,"91,267,551","66,044,157","4,699,598","354,211,317","2,720,307,836","121,374,360",0,0,"3,641,230","125,015,590","37,890,734","91,015,961","-11,595,724",0,"262,005,789","2,982,313,625"
2886,兆豐金,Jun-22,"108,799,231","36,994,267","112,912,891","21,722,362","1,119,111","1,868,797","1,464,962","4,823,968","4,338,754,650","38,318,103","140,021,822",0,"7,500,000","3,910,000","1,924,633","39,947,868","4,042,472,008","135,998,240",0,0,"3,399,956","139,398,196","68,194,233","98,238,812","-9,548,599",0,"296,282,642","4,338,754,650"
2887,台新金,Jun-22,"26,905,832","98,801,698","165,907,526","22,257,627","3,283,959","2,438,809","2,850,263","26,417,751","2,633,695,947","18,455,145","49,830,214",0,"74,759,587","11,867,764","2,540,434","214,714,468","2,447,445,326","114,093,832","8,000,000",0,"5,647,644","127,741,476","35,921,647","28,927,444","-6,367,843",0,"186,250,621","2,633,695,947"
2888,新光金,Jun-22,"90,844,060","44,399,637","98,329,055","40,359,364","3,371,655","4,697,075","187,745,559","52,431,888","4,765,860,700","36,343,528","67,175,763",0,"60,125,394","3,335,050","12,186,437","3,253,959,616","4,561,014,939","154,876,182","2,970,000",0,0,"157,846,182","18,276,712","94,880,254","-66,540,489",0,"204,845,761","4,765,860,700"
2889,國票金,Jun-22,"3,417,878","12,541,227","32,325,756","7,447,766","246,493","163,731","127,689","4,300,798","352,070,049","11,838,043","17,473,335",0,0,0,"159,898","1,986,204","312,647,714","29,975,086",0,0,"1,498,754","31,473,840","208,101","3,864,846","-1,437,988",0,"39,422,335","352,070,049"
2890,永豐金,Jun-22,"51,895,216","17,628,252","110,106,876","13,358,482","2,232,921","3,820,127","2,412,851","32,366,953","2,386,375,632","23,661,910","70,752,001","18,437","70,983,482","9,359,746","3,278,530","3,505,792","2,238,152,385","112,710,541",0,0,"1,127,105","113,837,646","2,228,781","44,500,902","-12,344,082",0,"148,223,247","2,386,375,632"
2891,中信金,Jun-22,"121,274,282","89,004,273","218,209,546","48,859,618","38,612,811","17,540,492","93,927,445","53,043,077","7,316,758,487","7,044,500","120,754,182",0,"140,477,794",0,"16,825,223","1,861,160,557","6,948,394,894","194,969,896","4,999,900",0,0,"199,969,796","58,708,500","176,258,788","-88,486,625",0,"368,363,593","7,316,758,487"
2892,第一金,Jun-22,"41,795,696","6,647,375","50,711,706","27,341,806","860,216","2,438,850","12,129,768","6,599,753","3,966,589,476","20,602,787","81,656,654",0,"67,150,000","4,070,000","2,280,128","66,027,963","3,753,775,252","129,641,591",0,0,"2,592,832","132,234,423","26,107,218","50,012,477","4,460,106",0,"212,814,224","3,966,589,476"
5880,合庫金,Jun-22,"80,835,427","12,542,351","46,603,617","33,192,087","4,093,184","1,583,842","11,310,189","3,308,445","4,314,227,294","12,658,428","81,733,130",0,"71,800,000","3,023,241","1,539,550","34,061,644","4,102,673,465","136,009,082",0,0,"4,080,272","140,089,354","57,977,016","29,121,031","-20,963,035",0,"211,553,829","4,314,227,294"
2880,華南金,Mar-22,"33,258,791","14,737,233","56,403,678","32,342,616","950,871","2,199,985","12,224,204","4,948,518","3,549,844,724","13,751,019","38,488,212",0,"65,091,976","1,485,000","2,215,650","24,651,728","3,351,724,570","131,941,450",0,0,0,"131,941,450","17,758,986","48,643,508","-225,912",0,"198,120,154","3,549,844,724"
2881,富邦金,Mar-22,"258,226,283","68,754,180","252,454,394","65,115,891","34,351,143","10,229,800","304,991,193","58,070,970","10,577,255,212","51,784,202","160,745,305",0,"261,026,101","1,984,249","21,687,452","4,577,184,522","9,683,239,283","118,049,644","15,999,900",0,0,"134,049,544","173,404,074","525,294,559","29,197,798",0,"894,015,929","10,577,255,212"
2882,國泰金,Mar-22,"305,927,286","83,786,095","199,416,417","98,209,962","51,451,553","4,503,718","433,854,059","91,729,918","11,709,048,814",,"75,034,091",0,"142,360,991","1,822,066","14,714,418","6,586,034,465","10,942,169,778","131,692,102","15,333,000",0,0,"147,025,102","177,124,151","512,270,578","-81,692,906",0,"766,879,036","11,709,048,814"
2883,開發金,Mar-22,"127,016,387","61,787,443","150,778,602","34,484,588","18,681,612","12,754,760","50,054,146","108,585,617","3,501,296,779","58,768,904","100,729,413",0,"91,759,044","23,733,297","4,660,764","2,035,594,545","3,238,756,672","171,913,673","18,930,436",0,0,"190,844,109","36,142,397","73,874,314","-29,591,673","-9,071,501","262,540,107","3,501,296,779"
2884,玉山金,Mar-22,"83,283,364","11,750,022","119,207,262","34,077,535","6,121,535","6,950,326","1,904,129","10,233,769","3,292,513,858","12,597,533","31,010,210",0,"41,370,000","2,098,740","4,046,214","1,096,243","3,096,059,778","133,546,000",0,0,"205,000","133,751,000","26,070,164","40,900,031","-4,427,565",0,"196,454,080","3,292,513,858"
2885,元大金,Mar-22,"68,507,664","58,366,531","267,877,968","24,451,870","31,019,711","11,391,939","10,022,855","90,647,606","3,058,204,817","155,870,133","204,041,354",0,"82,613,202","65,430,984","4,471,671","344,797,033","2,770,693,560","121,374,360",0,0,0,"121,374,360","37,885,949","107,405,191","582,749",0,"287,511,257","3,058,204,817"
2886,兆豐金,Mar-22,"124,281,958","38,162,135","104,968,958","21,603,308","993,887","1,897,749","1,361,890","5,630,520","4,375,936,472","32,620,408","84,464,540",0,"7,500,000","1,115,000","1,950,231","30,230,805","4,048,165,358","135,998,240",0,0,0,"135,998,240","68,194,233","119,268,822","4,309,819",0,"327,771,114","4,375,936,472"
2887,台新金,Mar-22,"35,796,387","105,053,935","176,523,645","22,421,709","3,217,777","2,492,318","2,854,440","27,152,868","2,634,166,713","19,190,480","33,672,833",0,"70,100,000","12,722,238","2,602,230","208,805,615","2,433,449,554","114,093,832","8,000,000",0,0,"122,093,832","35,921,647","40,850,251","1,820,059",0,"200,717,159","2,634,166,713"
2888,新光金,Mar-22,"85,849,974","36,496,561","90,732,402","40,377,175","3,382,749","4,824,443","188,220,784","51,117,929","4,750,663,875","24,224,874","48,954,589",0,"55,112,920","5,459,330","12,202,388","3,208,107,430","4,503,760,765","141,459,649","2,970,000","646,144",0,"145,075,793","18,996,853","102,414,629","-20,010,737",0,"246,903,110","4,750,663,875"
2889,國票金,Mar-22,"3,134,626","12,396,118","34,593,411","7,563,883","243,624","148,228","44,667","4,417,733","336,355,200","12,586,674","15,135,692",0,0,0,"144,108","1,986,797","293,445,530","29,975,086",0,0,0,"29,975,086","208,461","6,931,273","453,355",0,"42,909,670","336,355,200"
2890,永豐金,Mar-22,"43,001,897","20,874,780","112,898,392","13,353,066","2,233,096","3,863,772","2,417,845","32,453,599","2,422,429,544","37,067,524","57,234,194","18,437","67,990,071","8,045,069","3,297,169","3,582,546","2,259,084,137","112,710,541",0,0,0,"112,710,541","2,228,764","50,438,624","-2,032,522",0,"163,345,407","2,422,429,544"
2891,中信金,Mar-22,"137,073,851","89,614,700","217,105,719","49,128,575","38,516,474","17,103,938","93,238,063","48,567,185","7,163,632,929","5,083,683","93,148,141",0,"139,534,431",0,"16,164,995","1,827,490,483","6,721,785,627","194,969,896","4,999,900",0,0,"199,969,796","58,708,500","193,744,159","-33,592,608",0,"441,847,302","7,163,632,929"
2892,第一金,Mar-22,"44,976,037","7,107,059","57,503,316","27,348,666","936,513","2,416,690","12,118,353","6,044,547","3,911,335,004","20,398,503","44,864,029",0,"67,150,000","560,000","2,247,508","62,680,035","3,680,718,621","129,641,591",0,0,0,"129,641,591","26,107,218","60,174,995","14,692,579",0,"230,616,383","3,911,335,004"
5880,合庫金,Mar-22,"80,803,339","12,577,044","48,401,596","33,260,072","4,026,399","1,586,293","11,002,555","3,327,688","4,417,719,747","14,914,621","55,212,289",0,"82,100,000","4,340,409","1,556,656","34,852,076","4,177,184,547","136,009,082",0,0,0,"136,009,082","57,976,124","41,451,107","-1,207,623",0,"240,535,200","4,417,719,747"
2880,華南金,Dec-21,"42,752,408","18,894,468","60,275,356","32,434,819","942,413","1,960,405","12,117,002","5,112,874","3,460,953,918","18,584,020","44,198,933",0,"67,891,382","2,340,340","1,984,400","22,986,431","3,260,247,111","131,941,450",0,0,0,"131,941,450","17,758,986","44,723,567","6,280,718",0,"200,706,807","3,460,953,918"
2881,富邦金,Dec-21,"284,688,160","36,864,077","255,321,792","65,372,933","33,848,605","10,051,706","303,052,029","74,529,942","10,499,733,326","42,559,035","196,749,294",0,"266,168,615","1,270,866","21,477,286","4,485,442,224","9,515,890,829","118,049,644","15,999,900",0,0,"134,049,544","173,363,019","478,692,234","163,464,512",0,"983,842,497","10,499,733,326"
2882,國泰金,Dec-21,"467,635,057","103,508,739","205,480,862","97,852,266","51,543,583","4,362,776","432,525,464","58,477,264","11,594,361,461","24,269,695","76,870,285",0,"141,800,000","1,670,185","14,721,170","6,448,259,356","10,680,322,734","131,692,102","15,333,000",0,0,"147,025,102","177,244,388","477,986,919","99,781,737",0,"914,038,727","11,594,361,461"
2883,開發金,Dec-21,"167,862,826","40,265,407","130,448,138","34,051,875","18,742,494","12,590,590","35,299,898","102,154,401","3,458,639,948","53,875,051","102,849,601",0,"92,441,122","22,557,523","4,455,216","1,993,971,267","3,165,529,196","171,896,598","18,930,436","31,175",0,"190,858,209","36,147,480","62,355,858","12,490,292","-9,071,501","293,110,752","3,458,639,948"
2884,玉山金,Dec-21,"85,237,301","7,138,688","124,412,124","33,881,468","6,176,279","6,933,260","1,855,043","13,892,197","3,230,908,277","7,050,531","32,756,248",0,"41,370,000","958,817","3,998,061","1,089,345","3,036,523,635","133,546,000",0,0,0,"133,546,000","25,662,214","36,091,761","-1,074,086",0,"194,384,642","3,230,908,277"
2885,元大金,Dec-21,"80,735,621","64,141,857","263,703,360","24,468,584","31,046,281","12,443,951","10,693,522","86,867,819","3,023,019,302","161,134,546","214,482,994",0,"82,539,085","59,998,200","5,720,785","336,342,258","2,733,939,597","121,374,360",0,0,0,"121,374,360","37,885,949","101,364,961","8,410,191",0,"289,079,705","3,023,019,302"
2886,兆豐金,Dec-21,"140,618,308","38,226,578","96,630,962","21,670,526","1,017,030","1,854,439","1,341,321","7,140,436","4,168,264,859","30,802,703","84,963,858",0,"6,000,000","1,260,000","1,903,356","29,941,604","3,839,865,976","135,998,240",0,0,0,"135,998,240","68,194,233","113,046,484","11,159,926",0,"328,398,883","4,168,264,859"
2887,台新金,Dec-21,"27,561,283","104,505,779","180,655,171","22,469,854","3,284,761","2,573,461","2,858,617","13,902,250","2,512,560,489","18,907,997","34,536,010",0,"70,100,000","12,867,620","2,653,717","200,846,734","2,314,459,161","114,093,832","8,000,000",0,0,"122,093,832","35,921,647","38,701,004","1,350,795",0,"198,101,328","2,512,560,489"
2888,新光金,Dec-21,"85,239,730","35,878,508","89,059,843","40,079,679","3,423,725","4,918,492","182,591,193","38,813,197","4,685,262,887","26,161,927","57,626,292",0,"55,900,638","783,962","7,534,691","3,137,944,413","4,421,880,510","140,417,721","2,970,000","1,041,928",0,"144,429,649","19,136,235","98,335,983","1,068,097",0,"263,382,377","4,685,262,887"
2889,國票金,Dec-21,"2,277,534","12,270,591","34,115,876","7,576,526","246,351","155,561","44,734","7,860,931","349,885,764","12,111,651","17,323,653",0,0,0,"151,627","2,015,991","305,701,954","29,975,086",0,0,0,"29,975,086","158,167","6,525,545","2,314,646","-106,346","44,183,810","349,885,764"
2890,永豐金,Dec-21,"48,521,295","18,272,941","110,085,509","13,378,256","2,212,500","3,698,819","2,422,645","40,161,920","2,382,674,862","27,963,377","55,543,537","18,437","62,972,832","7,605,593","3,129,982","3,802,653","2,219,871,010","112,710,541",0,0,0,"112,710,541","2,228,764","45,906,514","1,958,033",0,"162,803,852","2,382,674,862"
2891,中信金,Dec-21,"130,417,110","97,519,636","212,309,442","49,406,003","38,565,906","17,178,722","93,017,563","41,095,844","7,083,525,780","8,419,903","93,357,280",0,"132,281,103",0,"16,497,355","1,787,454,678","6,630,924,330","194,969,896","4,999,900",0,0,"199,969,796","58,708,500","177,590,639","-5,813,780",0,"452,601,450","7,083,525,780"
2892,第一金,Dec-21,"60,653,137","8,238,348","53,802,322","27,492,634","1,009,262","2,413,371","11,952,173","9,603,798","3,739,593,907","29,710,739","52,255,790",0,"57,800,000","390,000","2,240,307","59,249,644","3,515,047,049","129,641,591",0,0,0,"129,641,591","26,107,218","55,172,383","13,625,666",0,"224,546,858","3,739,593,907"
5880,合庫金,Dec-21,"99,816,104","13,319,025","44,209,985","33,372,509","3,873,017","1,509,935","10,881,442","6,231,556","4,433,836,855","13,195,669","61,279,814",0,"82,100,000","804,894","1,463,113","35,220,482","4,190,958,263","136,009,082",0,0,0,"136,009,082","57,976,124","35,073,550","7,168,718",0,"242,878,592","4,433,836,855"
2880,華南金,Sep-21,"33,817,530","21,785,370","60,947,363","31,747,319","898,206","1,985,179","11,799,156","3,724,037","3,396,958,881","20,984,628","58,291,613",0,"68,790,781","1,634,340","1,961,041","23,167,920","3,199,185,058","131,941,450",0,0,0,"131,941,450","17,758,986","41,660,298","6,411,032",0,"197,773,823","3,396,958,881"
2881,富邦金,Sep-21,"267,787,048","115,564,664","291,235,674","65,625,048","33,553,708","10,938,489","301,552,629","56,308,460","10,158,283,533","61,537,402","173,540,916",0,"266,360,006","2,903,772","21,495,827","4,425,590,777","9,279,244,531","112,569,644","12,666,600","2,291,123",0,"127,527,367","129,550,548","465,176,774","124,075,045","-722,690","879,039,002","10,158,283,533"
2882,國泰金,Sep-21,"476,817,293","85,416,727","189,383,985","99,276,642","52,106,253","4,221,277","429,598,353","54,113,144","11,383,850,222",,"107,446,145",0,"141,800,000","1,288,320","14,663,920","6,349,029,048","10,513,817,017","131,692,102","15,333,000",0,0,"147,025,102","177,247,370","458,326,566","76,166,735",0,"870,033,205","11,383,850,222"
2883,開發金,Sep-21,"152,297,636","53,011,146","137,172,345","34,659,343","18,811,438","13,721,524","29,968,332","89,385,985","3,392,342,353","63,579,617","112,658,977",0,"77,601,445","22,109,066","4,259,633","1,965,664,606","3,087,362,991","150,051,005",0,0,0,"150,051,005","11,975,553","58,243,807","1,951,929",0,"304,979,362","3,392,342,353"
2884,玉山金,Sep-21,"59,477,489","9,145,403","120,434,631","33,315,706","6,172,633","6,954,767","1,763,880","6,275,286","3,052,337,471","11,466,095","38,392,627",0,"39,770,000","1,153,829","3,948,599","1,017,674","2,862,676,622","133,546,000",0,0,0,"133,546,000","25,662,214","31,184,674","-878,373",0,"189,660,849","3,052,337,471"
